x,y,z
35.857,29.757,0.012
3.062,30.557,-0.017
18.366,25.793,0.007
10.312,20.12,0.009
25.94,1.166,0.012
38.605,29.706,-0.023
6.496,27.354,-0.001
49.337,36.012,-0.001
23.356,12.263,-0.013
38.651,22.83,0.039
17.621,36.497,-0.04
24.407,42.528,-0.009
48.243,26.19,-0.014
34.513,30.657,-0.04
1.283,13.892,-0.004
11.599,22.686,0.0
12.963,24.809,0.017
47.945,7.148,0.011
38.478,3.458,0.01
33.932,9.29,0.018
3.483,41.723,-0.01
40.191,23.979,-0.005
9.084,5.937,0.015
7.439,47.884,-0.009
43.442,6.825,0.015
0.252,29.038,-0.02
3.164,26.968,-0.018
45.97,10.5,-0.005
12.578,6.678,0.011
38.717,46.04,-0.012
32.859,6.166,0.001
5.612,14.704,0.011
39.746,27.76,0.009
10.37,35.082,0.04
34.771,14.335,0.011
19.043,1.86,-0.009
27.238,31.239,-0.008
47.31,27.138,0.012
12.959,2.884,-0.007
15.055,27.728,-0.001
14.626,16.36,0.016
18.501,40.52,-0.001
28.831,17.731,-0.004
40.013,28.102,-0.005
44.656,25.989,-0.012
3.059,47.099,0.009
32.505,29.662,0.009
29.62,32.541,0.028
30.047,21.3,0.007
39.667,6.784,0.041
46.893,23.523,-0.01
37.413,36.156,0.045
8.581,25.508,0.016
47.733,30.227,0.008
43.26,39.871,0.003
14.983,0.414,-0.015
6.113,27.671,-0.014
40.3,35.888,-0.03
48.818,48.49,-0.017
6.374,42.342,-0.007
32.568,38.838,-0.005
0.492,16.499,0.015
1.775,24.642,0.013
39.259,31.925,0.024
40.779,47.485,-0.007
17.467,49.697,0.001
22.398,39.592,0.004
38.974,30.247,-0.043
42.885,49.792,-0.001
13.805,41.816,-0.003
39.214,25.796,0.032
10.044,26.525,0.008
22.367,16.019,-0.018
35.945,16.727,0.003
34.29,39.815,0.019
25.114,10.014,-0.009
33.494,24.807,0.015
2.527,33.074,-0.02
14.413,43.324,-0.0
10.814,34.325,-0.037
4.09,11.296,0.027
10.384,18.325,-0.006
43.002,11.864,0.008
44.814,23.026,-0.014
26.655,1.741,-0.01
24.22,22.596,-0.038
23.158,5.43,-0.002
47.952,30.306,-0.009
47.041,40.769,0.029
10.824,43.205,0.019
4.75,46.797,-0.018
2.719,48.714,-0.011
17.883,2.282,-0.023
20.877,45.127,0.021
12.384,27.074,-0.027
46.011,40.559,0.007
41.858,21.323,0.014
37.223,5.642,-0.009
24.195,25.604,-0.033
44.325,26.218,0.016
47.259,21.785,0.034
44.384,6.067,-0.001
13.068,1.787,0.008
43.211,1.827,-0.024
17.518,5.627,-0.0
6.163,1.407,0.025
37.181,34.401,-0.047
40.444,46.862,-0.002
49.339,10.563,-0.012
24.048,43.919,0.029
12.551,26.213,-0.006
3.27,3.785,0.005
20.659,43.674,0.029
28.871,23.609,-0.001
24.825,47.979,0.027
8.139,0.358,0.001
18.577,16.912,0.014
45.895,10.234,0.026
22.965,0.855,-0.005
25.611,16.893,-0.008
23.596,24.835,0.025
19.236,26.176,-0.024
3.031,38.981,-0.031
11.459,16.045,0.004
25.0,2.448,0.033
29.222,31.874,0.028
23.907,45.431,0.005
18.195,29.363,0.014
40.175,11.84,-0.031
34.738,13.282,-0.042
47.271,17.941,-0.018
1.387,43.548,0.022
37.204,41.411,-0.018
3.069,4.173,-0.048
14.549,7.227,-0.005
45.855,34.493,0.011
38.768,33.643,0.024
33.101,44.001,0.042
19.985,23.067,-0.02
2.491,28.291,-0.005
13.013,43.704,0.023
24.043,14.226,-0.006
21.139,37.217,-0.034
22.907,12.166,-0.018
1.516,3.595,-0.02
31.654,22.52,0.006
22.548,0.93,0.009
0.839,36.784,-0.008
46.961,12.398,0.019
9.885,44.925,0.003
8.479,1.244,-0.009
37.755,19.364,0.002
17.433,20.595,-0.024
30.577,49.467,-0.019
0.298,19.834,-0.03
21.572,34.442,0.011
1.242,0.69,-0.027
10.478,26.933,0.002
9.736,20.801,0.006
48.546,12.383,-0.002
15.121,24.651,-0.016
41.963,44.303,-0.008
21.038,43.797,0.003
43.106,33.522,-0.012
33.139,17.633,-0.01
0.355,38.723,-0.0
5.58,38.681,-0.013
1.567,44.542,-0.013
4.522,45.317,0.019
11.016,15.326,0.042
39.279,27.146,0.033
36.684,28.876,-0.002
12.236,10.03,0.008
19.521,47.34,0.011
42.974,34.861,0.023
3.616,38.145,-0.018
28.241,23.227,-0.027
5.751,43.307,-0.014
49.703,43.295,0.017
22.082,3.431,-0.0
45.764,42.177,0.002
7.649,42.51,-0.041
49.515,41.27,-0.011
2.965,19.449,0.004
2.946,29.125,0.004
41.162,27.733,-0.002
38.83,37.523,-0.003
12.397,49.123,-0.011
12.342,3.043,-0.022
23.633,39.478,0.009
47.18,20.892,0.027
31.294,18.759,0.019
41.626,29.666,0.003
43.355,10.301,-0.012
6.722,43.468,-0.037
28.94,2.637,0.002
49.347,5.168,-0.021
4.782,40.692,-0.035
22.177,34.534,0.028
38.243,36.572,0.0
49.479,19.015,0.007
5.986,35.654,-0.005
20.222,15.333,-0.009
37.648,39.099,-0.008
29.704,6.763,-0.016
43.933,46.368,0.023
5.107,43.016,-0.016
27.126,0.051,-0.026
30.46,19.365,0.011
40.713,13.736,-0.01
42.281,38.857,-0.032
23.708,9.036,0.013
30.216,13.901,-0.022
0.393,3.293,0.021
34.451,13.081,0.001
0.772,9.64,-0.011
32.354,46.499,-0.014
25.295,40.349,0.022
47.703,46.964,0.006
8.154,13.297,0.009
19.189,10.523,0.002
42.865,28.49,0.02
25.705,31.82,-0.031
40.731,46.716,0.018
25.371,31.082,-0.004
34.12,12.347,0.001
44.077,23.14,-0.003
2.741,19.094,-0.026
44.043,5.373,0.003
8.948,17.413,0.019
37.765,28.224,0.017
28.292,24.161,0.02
16.646,7.962,0.017
47.925,10.899,0.004
42.072,47.107,-0.023
14.278,9.511,0.012
10.134,26.433,0.016
17.95,48.407,-0.023
16.606,38.041,-0.003
7.988,37.472,0.004
46.87,36.463,-0.001
44.381,47.763,0.031
43.742,45.698,-0.013
22.786,21.988,0.012
39.48,9.28,0.006
18.018,11.052,0.019
43.03,46.392,0.028
45.322,49.571,-0.019
26.915,49.287,-0.021
23.81,14.839,0.014
26.635,2.596,0.001
11.906,29.501,0.011
4.593,44.035,-0.039
19.346,36.178,-0.015
39.204,27.106,0.007
34.088,13.202,0.016
42.044,0.55,-0.001
22.573,32.797,0.001
6.214,35.564,0.015
26.131,10.623,0.005
1.975,38.597,-0.032
21.543,19.981,0.007
10.071,44.533,-0.015
42.212,37.843,-0.026
6.446,4.851,0.01
23.732,27.801,0.014
19.257,8.15,0.017
42.269,28.294,0.036
28.081,28.566,0.01
23.748,14.664,0.013
29.81,30.064,-0.001
11.607,6.334,0.002
26.069,40.787,-0.002
17.502,40.124,-0.02
5.446,33.489,0.028
39.575,6.727,0.011
18.04,33.01,0.002
13.946,18.763,0.024
0.028,27.142,-0.013
1.9,20.929,0.012
12.592,36.802,-0.006
16.477,2.021,-0.015
34.956,8.21,-0.04
18.423,21.602,0.0
39.826,30.052,-0.009
29.358,1.077,-0.007
17.528,38.588,-0.005
7.87,10.188,-0.004
0.068,3.744,0.048
19.156,34.813,0.001
20.336,8.281,-0.006
18.195,3.406,0.0
40.12,3.027,-0.005
4.778,27.918,0.004
5.745,25.852,-0.008
11.673,25.972,-0.023
25.687,29.457,0.033
36.295,35.329,0.012
45.183,20.379,-0.004
13.355,20.234,-0.003
6.39,22.306,0.02
25.461,43.885,-0.013
14.98,39.014,-0.021
49.225,37.8,-0.01
1.992,12.594,-0.001
9.545,2.52,0.018
37.678,1.086,0.021
19.319,33.482,-0.005
28.112,49.512,0.0
40.773,37.291,0.029
33.343,17.323,-0.03
30.178,3.364,0.015
34.091,23.807,-0.016
3.212,32.044,-0.013
4.89,22.922,0.017
30.377,40.537,0.001
18.392,9.507,0.015
49.786,44.367,0.014
41.033,34.151,-0.019
46.324,48.837,0.011
9.023,15.293,-0.002
31.237,39.156,0.005
1.394,16.544,0.015
36.757,26.147,0.016
2.111,14.36,0.001
33.704,5.164,0.001
10.618,6.145,0.014
29.56,18.31,-0.024
13.799,0.75,0.003
1.12,46.825,-0.029
34.277,26.238,-0.019
22.433,19.003,0.013
36.212,47.045,0.051
2.814,36.686,-0.01
26.51,15.585,-0.011
2.713,29.702,0.006
7.192,27.764,-0.003
39.221,20.464,-0.003
11.434,0.289,0.022
4.666,43.069,0.011
7.09,27.851,0.024
7.072,5.614,0.006
42.191,11.528,0.029
29.497,16.656,-0.031
39.617,16.204,-0.009
12.861,12.438,-0.004
31.317,0.049,0.008
44.945,2.95,-0.0
26.698,28.487,-0.029
43.537,27.466,0.06
10.902,35.533,0.039
48.346,30.164,-0.011
3.985,9.405,0.015
38.055,27.028,-0.003
10.086,38.07,-0.01
5.844,0.896,-0.02
27.951,28.658,-0.007
15.851,34.152,0.004
11.126,3.371,0.041
21.956,15.736,0.021
49.421,8.919,-0.018
31.634,28.621,0.003
13.93,41.262,-0.03
49.295,41.915,0.004
13.958,8.1,-0.013
35.983,34.431,0.009
13.167,31.572,0.025
38.715,11.538,-0.026
32.199,11.987,-0.01
28.635,29.784,-0.001
22.945,4.848,-0.027
12.142,14.296,0.007
30.471,33.304,-0.004
43.717,3.545,-0.024
1.565,48.84,-0.008
36.633,36.748,-0.008
43.996,29.937,-0.017
30.844,27.124,-0.005
12.922,31.743,-0.011
17.574,39.492,-0.018
37.44,6.328,-0.045
18.341,25.613,-0.002
0.404,3.168,-0.018
5.276,36.41,0.003
14.267,29.323,-0.002
19.658,32.802,-0.009
18.216,47.183,-0.004
40.321,22.452,-0.032
11.079,15.976,0.015
20.516,19.011,-0.007
40.711,45.31,-0.01
39.672,28.81,-0.01
10.261,49.051,0.005
18.204,47.751,-0.016
7.816,29.908,-0.017
4.505,18.19,-0.033
27.71,45.135,0.027
15.975,22.332,0.028
25.684,35.831,-0.003
29.395,23.619,0.013
30.31,4.502,-0.033
47.038,45.362,0.017
11.732,3.733,-0.013
44.904,25.356,0.017
2.565,31.398,-0.02
1.519,47.819,0.02
5.438,8.488,-0.025
32.184,14.641,0.004
26.515,23.274,-0.03
8.106,42.82,-0.011
7.395,0.562,-0.042
26.471,38.55,-0.052
47.95,28.328,0.016
9.137,43.844,0.004
12.956,7.367,0.017
6.029,42.629,-0.021
29.73,39.969,-0.035
46.338,39.008,0.003
11.901,47.479,-0.026
23.621,23.646,0.017
45.381,19.083,-0.001
35.414,31.673,0.016
26.414,5.273,-0.016
31.965,33.841,-0.005
36.542,16.951,-0.004
36.424,21.07,-0.003
24.249,10.884,-0.02
14.074,43.866,-0.009
10.309,5.421,0.004
45.931,0.512,0.005
2.912,48.241,0.011
16.854,21.664,-0.009
34.503,30.383,0.01
30.003,47.615,0.007
21.661,23.935,-0.005
5.212,31.45,-0.003
6.976,40.781,-0.007
34.826,46.992,-0.025
24.185,37.659,-0.008
16.978,5.123,-0.01
18.74,16.03,-0.02
21.434,12.493,0.002
34.153,1.554,0.02
30.047,42.696,0.015
3.524,3.713,-0.017
7.874,6.815,-0.018
3.528,45.973,-0.003
1.73,23.08,-0.009
38.8,42.494,0.017
42.548,44.985,0.004
20.809,4.532,0.035
48.442,14.75,-0.029
43.18,39.554,0.007
43.019,9.765,0.007
18.359,21.332,-0.028
47.717,49.595,-0.021
37.446,20.599,0.012
17.685,21.512,0.007
44.442,20.485,-0.015
0.206,43.78,0.012
28.58,26.751,0.014
26.009,40.88,0.018
4.089,45.996,-0.02
43.118,18.346,0.015
14.086,17.909,-0.006
18.818,4.664,0.009
23.758,20.553,-0.021
40.847,48.279,-0.034
29.747,16.594,0.046
28.198,16.003,0.004
18.119,21.784,-0.009
13.984,44.314,-0.034
23.906,26.096,-0.001
12.787,22.099,-0.019
16.976,1.357,0.018
22.019,13.024,-0.021
42.175,28.197,0.014
46.526,13.059,-0.052
41.487,2.691,0.019
26.285,5.352,-0.001
35.578,17.766,-0.002
16.76,32.544,0.044
22.96,48.685,0.016
47.024,43.823,-0.003
17.747,39.776,-0.026
8.649,1.258,-0.051
23.605,5.364,-0.02
32.63,34.625,-0.007
6.326,26.26,0.029
6.105,37.593,-0.052
15.185,14.211,0.003
45.382,24.922,0.023
33.73,13.573,-0.006
11.097,13.647,0.006
30.174,35.463,-0.02
33.012,10.143,0.008
26.153,6.828,-0.017
37.969,3.817,0.003
1.237,44.175,0.018
9.556,42.48,0.066
48.319,42.052,-0.001
24.887,26.452,-0.005
3.826,2.59,-0.035
15.409,13.449,-0.024
0.089,7.141,0.001
28.971,8.45,0.006
49.974,47.134,0.03
29.505,39.704,0.003
30.504,18.43,0.008
16.386,10.151,-0.004
11.852,46.351,0.031
25.408,30.427,-0.01
44.989,45.838,0.034
0.488,35.612,0.029
28.483,9.455,0.004
21.426,13.384,-0.027
31.059,15.489,0.009
41.998,22.045,-0.003
22.452,9.302,-0.028
10.884,8.772,0.006
18.83,3.506,-0.03
7.528,9.966,0.001
4.245,18.716,0.001
18.794,37.113,0.017
31.285,31.204,-0.01
13.142,20.177,0.007
45.784,35.56,0.005
34.448,11.291,-0.01
34.316,16.949,0.02
34.586,27.401,-0.006
0.084,24.634,0.028
40.65,39.154,0.029
45.88,11.393,0.005
0.97,43.215,0.027
29.915,40.786,-0.014
33.829,20.0,0.02
9.812,43.692,0.02
41.911,31.776,0.008
31.292,27.526,-0.011
11.253,29.355,-0.019
48.36,25.724,0.015
10.793,32.373,0.022
33.929,21.736,0.049
23.694,22.684,0.01
36.164,11.403,0.012
4.888,25.598,0.043
47.627,15.195,-0.006
10.224,17.818,-0.014
11.019,5.192,0.004
27.701,28.673,0.0
17.487,48.954,0.005
22.106,13.506,-0.012
1.855,44.291,0.008
11.744,1.003,0.01
38.677,21.752,-0.045
45.111,43.044,-0.026
11.674,15.107,0.002
38.667,8.467,0.033
1.447,32.943,-0.034
2.236,47.482,-0.016
19.65,31.415,-0.012
7.396,4.515,-0.009
8.307,37.455,0.028
31.37,0.297,-0.024
42.908,27.093,-0.028
38.948,42.456,0.013
16.825,21.488,-0.031
43.761,10.98,-0.0
42.067,43.847,0.044
26.211,7.731,-0.02
23.794,19.904,-0.03
2.923,23.025,0.016
7.526,1.573,-0.016
4.271,26.255,-0.0
26.339,30.155,-0.002
33.832,20.786,-0.01
30.939,1.755,0.015
43.644,5.515,0.001
32.935,19.614,-0.049
41.485,21.201,0.044
7.021,45.67,-0.021
8.582,18.624,0.028
45.921,36.223,-0.006
17.735,30.768,-0.038
10.85,1.923,-0.01
45.603,23.007,-0.001
48.505,33.627,-0.015
31.888,15.493,-0.023
19.417,36.801,-0.016
34.419,46.744,-0.01
0.778,13.522,0.001
7.236,29.384,0.013
18.436,0.7,0.024
41.611,31.65,0.029
15.216,25.562,0.012
2.894,19.039,-0.008
18.937,45.201,-0.003
12.063,47.049,-0.021
2.803,16.951,0.01
19.946,26.612,0.003
17.571,4.475,-0.006
36.692,26.612,0.006
3.16,43.986,0.001
18.953,10.029,0.011
17.122,2.407,-0.014
32.341,19.619,0.032
44.396,9.985,-0.005
7.149,14.342,-0.0
40.813,46.289,-0.0
30.486,43.746,-0.031
1.462,16.625,0.019
38.344,45.078,-0.027
26.884,42.011,0.003
39.996,49.009,0.006
20.443,26.343,-0.012
33.275,26.095,-0.016
9.94,47.214,-0.008
9.592,44.087,-0.01
17.013,47.829,0.009
25.972,17.385,0.006
35.826,21.971,0.017
33.34,39.727,0.025
41.067,31.375,-0.001
21.32,2.637,0.01
45.626,44.33,-0.023
5.458,26.481,-0.012
9.36,20.05,-0.032
34.186,37.899,0.004
12.689,5.127,-0.026
8.23,24.054,0.043
44.325,28.277,-0.01
3.42,14.654,0.008
49.574,39.158,0.003
43.129,46.898,0.004
43.413,31.554,0.006
31.436,32.723,0.004
11.243,46.235,0.023
39.905,25.909,-0.019
2.69,6.391,-0.003
29.106,42.134,-0.01
21.958,47.202,0.015
37.52,11.63,0.001
1.188,10.314,-0.006
19.339,26.616,0.005
23.855,14.956,-0.009
7.618,42.488,0.007
20.736,22.922,0.009
45.524,11.718,0.01
23.432,0.032,-0.016
12.589,5.147,0.007
26.617,17.87,-0.016
3.042,44.104,0.015
14.713,18.519,0.02
39.182,6.751,-0.004
32.096,47.184,-0.013
1.199,34.289,0.013
28.494,20.814,-0.041
10.867,35.223,-0.034
48.787,45.322,0.015
39.184,8.847,-0.021
6.395,27.776,0.002
19.277,37.068,-0.027
24.498,48.963,-0.005
9.119,10.454,0.029
35.214,22.899,0.003
42.069,6.876,0.016
0.223,28.574,0.004
6.661,25.771,-0.005
14.173,33.995,0.007
49.206,25.876,0.02
20.226,11.362,0.014
8.513,22.142,0.016
6.046,8.574,0.058
45.068,10.558,0.003
40.512,16.029,0.031
30.965,42.571,-0.018
26.985,24.255,0.005
38.858,0.754,-0.033
15.908,47.729,-0.021
31.993,6.296,-0.002
36.842,44.272,-0.045
28.782,27.844,0.005
8.437,31.133,-0.014
49.295,34.0,-0.006
40.56,20.115,0.008
24.531,18.227,0.013
30.999,1.719,0.025
38.004,48.022,0.005
22.929,47.554,-0.035
36.956,23.07,0.004
38.646,25.358,-0.013
22.95,16.811,0.028
9.388,9.386,-0.004
29.888,4.178,0.011
27.714,46.97,-0.019
25.025,1.045,-0.023
2.929,25.615,-0.011
38.878,34.034,-0.043
26.935,45.442,-0.03
21.533,35.363,-0.017
40.745,19.475,0.029
9.844,2.355,0.029
13.584,2.736,-0.001
31.986,38.217,-0.001
19.503,47.107,0.016
15.153,39.743,0.005
12.731,22.419,-0.001
24.287,16.968,-0.01
38.777,9.371,-0.014
40.266,27.127,0.026
39.528,21.425,-0.015
44.282,34.229,0.012
2.537,41.473,0.008
49.111,4.434,-0.015
21.323,12.414,0.025
9.649,5.373,0.018
48.501,11.47,0.026
41.259,9.91,0.015
46.486,2.978,0.03
26.158,2.922,0.01
37.387,6.565,0.032
25.973,24.296,-0.002
26.973,14.295,-0.015
47.575,43.693,0.015
36.918,2.293,0.031
28.339,18.722,-0.017
19.637,25.293,0.031
8.216,39.886,-0.008
5.787,46.693,0.006
14.983,46.497,0.021
34.64,42.525,-0.013
9.578,33.437,0.007
6.573,17.423,-0.016
3.888,13.057,0.004
42.312,42.858,0.009
12.059,28.471,0.017
10.043,15.038,0.028
19.543,34.664,0.021
31.474,43.564,-0.011
29.313,21.205,0.037
46.183,49.603,0.033
34.099,27.772,-0.011
28.099,44.631,0.023
35.58,24.384,0.008
33.186,17.058,0.015
38.374,8.116,0.011
28.621,18.702,0.003
40.365,27.063,-0.017
45.003,40.291,-0.009
34.824,5.256,-0.022
17.881,31.611,-0.003
13.999,39.108,0.001
31.859,31.695,-0.012
31.571,34.886,-0.001
1.196,39.968,-0.001
37.355,43.973,0.003
11.094,3.657,-0.005
2.725,31.068,-0.026
7.66,7.004,0.001
32.839,10.837,-0.009
26.153,2.485,-0.004
42.347,2.046,-0.035
5.313,2.416,-0.013
41.476,19.586,-0.032
32.546,3.653,-0.012
10.746,41.022,0.027
36.845,45.255,-0.012
37.067,15.047,0.006
5.4,16.239,-0.003
13.322,19.592,-0.036
31.943,22.237,-0.033
19.029,48.077,0.025
38.262,12.841,-0.008
26.802,6.705,0.02
42.85,1.12,-0.035
5.551,2.075,0.032
36.687,41.959,0.019
23.232,15.617,0.012
25.97,24.228,-0.011
14.202,24.803,0.007
13.453,20.55,0.032
9.49,7.538,0.009
18.667,34.119,-0.006
11.949,25.364,0.01
9.486,8.693,0.013
48.09,37.556,-0.001
22.371,39.719,-0.011
33.906,11.237,-0.051
18.707,4.514,0.043
28.49,40.844,-0.038
24.96,25.704,-0.006
30.634,13.197,0.022
36.136,9.837,0.026
33.195,2.691,-0.029
38.105,15.821,-0.01
7.315,12.78,-0.023
4.702,8.344,0.01
16.945,22.21,0.031
24.091,28.642,0.014
11.22,2.92,-0.02
38.661,31.551,-0.037
35.978,44.84,0.001
45.679,16.151,0.005
36.448,12.076,-0.025
5.357,5.292,0.012
33.25,18.594,0.017
20.603,33.886,0.007
12.981,5.78,-0.007
30.098,39.151,0.007
15.11,33.859,-0.022
26.543,19.39,0.003
28.799,8.738,-0.026
26.453,20.191,0.003
0.534,24.558,0.012
17.437,7.077,-0.001
39.523,14.408,0.007
17.345,0.336,-0.007
25.469,0.382,-0.056
17.332,34.662,-0.023
9.962,28.832,-0.0
9.988,36.717,0.028
37.443,15.458,-0.0
31.398,30.044,-0.004
46.603,35.885,-0.01
21.05,5.089,-0.009
31.828,36.194,0.019
23.427,27.566,-0.02
23.697,8.337,-0.013
42.704,20.199,-0.001
22.715,2.16,0.034
46.408,12.364,-0.002
31.025,45.736,-0.002
4.271,45.877,-0.013
3.399,39.878,-0.012
49.116,1.135,-0.049
19.968,39.162,0.011
29.373,13.025,-0.023
21.579,21.707,0.002
7.945,31.16,0.015
6.278,22.437,-0.033
10.635,2.031,0.017
30.267,46.199,-0.013
27.327,1.621,0.011
16.429,11.613,-0.034
2.209,19.133,-0.008
16.201,46.988,-0.004
19.915,24.019,-0.007
37.821,10.929,0.016
36.874,39.37,0.014
11.07,30.449,0.01
11.384,40.38,-0.002
31.394,9.641,0.018
32.589,16.835,-0.042
28.055,24.746,0.01
5.599,26.408,-0.008
14.286,12.68,-0.026
1.585,36.544,0.04
38.08,2.232,0.027
40.325,37.891,0.005
46.024,25.573,0.013
4.396,44.899,0.027
45.311,21.505,-0.024
45.921,1.266,-0.022
49.885,32.368,-0.006
38.894,3.777,-0.011
13.132,6.379,0.009
13.228,49.677,0.009
34.411,33.967,0.007
33.987,33.004,0.015
33.016,16.764,0.028
17.656,27.092,-0.02
25.99,19.205,0.002
15.075,22.28,0.018
29.84,11.429,0.007
38.62,24.877,-0.015
34.935,1.72,-0.02
21.625,36.142,0.028
26.236,35.484,0.031
38.621,40.292,0.01
11.643,3.128,0.009
11.065,26.92,-0.03
24.249,14.085,0.017
24.707,8.396,-0.0
1.174,12.728,-0.004
29.097,19.316,-0.036
20.887,15.873,0.024
28.819,17.804,-0.005
45.741,5.535,0.003
16.656,47.971,0.003
5.392,29.867,-0.003
10.326,0.304,-0.002
15.327,43.709,0.016
43.174,10.15,0.037
27.454,8.08,0.011
49.754,25.008,0.028
14.252,0.09,-0.009
3.436,41.714,0.024
15.059,4.331,0.002
49.63,11.565,0.023
37.155,16.749,0.017
45.753,16.984,-0.041
29.742,36.087,-0.008
13.768,7.006,-0.025
47.722,44.803,-0.005
11.458,7.752,0.007
19.856,33.86,0.066
14.669,49.09,-0.007
32.173,36.957,0.02
20.9,38.152,0.016
47.855,16.308,-0.008
48.371,29.714,0.009
4.846,0.854,-0.011
46.417,33.093,0.007
39.9,29.663,0.009
35.617,30.814,0.017
18.139,41.347,-0.001
33.978,24.709,-0.004
40.533,46.961,-0.022
41.521,26.717,-0.01
40.289,14.083,0.029
16.001,1.592,0.022
9.251,38.781,-0.004
27.189,6.305,0.009
12.711,39.03,0.027
39.249,30.833,-0.01
2.233,23.716,-0.003
21.27,24.023,0.007
38.929,4.633,-0.006
4.028,11.139,-0.021
34.349,32.142,0.003
11.553,43.655,0.002
6.37,11.86,-0.004
15.394,4.239,0.009
0.967,7.452,-0.003
31.501,12.488,0.011
16.645,1.621,0.031
49.686,12.701,0.014
4.892,15.508,0.013
44.744,32.294,0.004
24.898,40.178,-0.025
5.885,22.855,-0.01
42.806,16.652,0.022
5.552,19.637,0.017
32.293,30.657,0.004
12.261,0.488,0.029
22.456,15.224,0.023
28.651,27.556,-0.014
45.984,42.441,0.001
14.226,3.753,0.009
19.385,46.957,0.025
9.98,13.146,0.014
17.181,23.966,0.008
6.291,5.447,0.017
27.404,39.326,-0.017
27.962,39.196,0.005
31.169,46.119,-0.007
11.518,30.64,-0.006
21.618,46.351,-0.013
2.071,41.149,0.02
2.013,20.749,-0.025
15.473,45.675,-0.009
24.457,14.583,0.028
34.649,22.292,0.017
37.934,41.144,0.018
20.089,30.738,0.003
37.78,16.559,-0.01
36.38,44.735,0.006
31.624,0.37,0.027
7.081,42.554,-0.089
14.362,12.473,-0.007
26.694,49.191,-0.008
40.697,2.037,-0.006
20.166,7.348,0.029
48.353,13.537,0.01
33.27,6.591,-0.01
15.653,15.078,-0.006
28.072,29.187,-0.008
18.754,6.393,-0.01
45.599,35.21,0.002
2.417,22.007,-0.02
11.446,33.463,0.006
4.828,20.017,-0.001
40.281,27.112,0.001
9.554,8.493,0.006
37.142,40.978,-0.019
28.08,36.116,-0.029
41.511,11.218,-0.046
49.747,11.622,0.004
7.712,11.452,0.001
7.521,7.509,0.032
31.811,27.649,-0.028
1.815,9.553,0.02
40.871,22.122,0.01
18.832,7.763,-0.043
19.947,28.895,0.007
28.602,3.191,-0.011
17.105,41.058,0.006
15.012,17.12,0.014
10.248,5.008,-0.011
35.941,24.93,0.007
38.431,44.994,-0.024
30.405,26.108,0.02
11.802,30.913,0.001
34.738,36.928,0.03
7.893,1.624,-0.02
43.914,40.937,0.019
22.316,2.662,-0.005
23.793,5.167,0.009
10.207,4.92,-0.013
30.776,47.989,-0.016
49.252,26.578,-0.005
29.455,0.065,0.018
32.617,45.758,-0.005
14.424,47.989,0.002
16.293,48.544,-0.006
9.818,19.614,-0.011
25.73,16.042,0.008
7.399,33.306,-0.006
30.924,15.915,0.029
23.266,27.926,0.008
31.216,5.021,-0.018
3.536,14.212,0.021
44.203,45.592,0.003
18.929,1.028,-0.02
10.347,25.177,-0.031
25.039,8.906,-0.069
46.491,42.504,-0.042
34.714,26.209,0.034
17.004,48.108,0.001
15.192,25.937,-0.005
33.064,14.521,0.008
4.44,6.291,0.029
18.271,0.618,-0.011
23.934,23.629,0.024
38.026,29.33,0.0
16.276,7.998,0.007
39.608,16.89,-0.028
39.134,19.033,0.002
0.973,17.592,-0.036
9.521,29.779,0.006
32.67,26.178,0.013
24.802,25.055,-0.009
1.382,13.384,0.002
17.982,40.126,0.005
31.289,48.898,-0.031
49.584,38.378,-0.018
10.344,4.783,0.009
7.636,48.877,0.016
18.218,33.537,-0.001
27.546,4.198,-0.026
33.225,48.453,0.013
18.041,30.871,0.053
11.422,1.245,-0.012
0.261,11.227,-0.02
9.172,25.964,0.037
5.003,47.18,0.013
12.105,2.529,-0.009
16.129,22.641,-0.004
3.937,4.527,0.029
20.292,20.688,-0.004
8.381,6.818,-0.022
29.068,41.385,-0.011
18.894,15.46,0.003
31.983,38.316,0.001
38.808,5.663,0.001
4.235,48.045,0.006
19.124,28.041,0.008
48.889,11.849,0.008
0.115,40.108,0.002
22.946,28.868,-0.029
23.445,12.137,0.019
41.186,33.059,-0.015
14.511,31.647,-0.015
38.802,48.082,0.018
0.11,35.927,-0.006
24.538,33.201,0.02
15.966,15.591,0.014
40.408,38.814,-0.01
20.147,4.353,0.017
3.494,5.856,0.014
35.419,9.036,0.016
0.661,30.346,0.009
16.721,9.564,0.02
24.916,0.008,0.042
37.087,29.143,0.003
15.653,14.193,0.0
5.205,31.941,0.014
41.263,23.998,0.012
0.491,43.164,-0.012
43.657,1.178,-0.004
5.325,28.351,-0.019
6.285,23.707,0.007
8.311,33.756,0.031
7.417,28.459,0.001
39.739,47.931,0.021
40.549,12.579,0.051
8.473,33.662,-0.013
5.626,39.67,0.004
28.624,26.237,0.02
34.985,14.028,-0.008
27.952,17.579,0.008
1.384,22.735,0.006
38.304,5.426,-0.004
35.71,15.938,0.032
35.863,3.485,0.008
10.361,22.563,-0.04
3.514,11.922,0.01
49.864,28.379,-0.002
23.89,43.285,0.002
36.312,9.919,0.005
4.821,19.037,0.015
25.247,6.593,0.004
25.205,24.341,-0.014
6.143,23.411,0.057
17.58,23.954,0.006
44.573,49.399,-0.002
34.511,1.167,0.02
36.584,17.484,-0.028
43.914,32.75,0.005
15.514,9.725,0.022
